,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
LBKT_MN,0.123308,0.182795,0.012193,-0.096793,0.054882,-0.044715,-0.002585,-0.002923,0.038655,0.088263,0.00747,0.012189,-0.024034,0.000505,-0.045873,-0.012729,0.018558,0.000802,0.016466,-0.013173,-0.015597,0.005977,-0.005628,0.001807,-0.002714
Lchashen_Metsamor_IA,0.100164,0.110185,-0.038089,-0.017442,-0.040623,-0.005438,0.00094,-0.009692,-0.044586,-0.023053,0.002598,0.006145,-0.004831,-0.005367,0.007193,0.007226,0.009909,0.00171,-0.001948,0.004627,-0.00287,-0.004081,-0.000123,0.005603,-0.002575
Lebanese_Christian,0.088149,0.145785,-0.048858,-0.078848,-0.012891,-0.03074,-0.000496,-0.004282,0.005181,0.010225,0.006658,-0.004529,0.01039,0,-0.010315,0.008471,-0.002101,0.001788,0.002542,-0.000125,0.000763,-0.000302,-0.00141,0.002356,-0.001211
Lebanese_Druze,0.084115,0.140448,-0.049667,-0.070091,-0.015664,-0.025184,-0.002421,-0.005331,-0.002311,0.007599,0.005148,-0.003027,0.009083,0.002023,-0.006867,0.006165,-0.002086,0.000836,0.002476,-0.000913,-0.001323,0.001941,0.000246,0.002518,-0.000587
Lebanese_Muslim,0.075744,0.134788,-0.045049,-0.067273,-0.016478,-0.022311,-0.000791,-0.00579,0.000576,0.003645,0.004591,-0.003828,0.012014,0.002803,-0.008649,0.003869,-0.002359,0.000415,0.001623,0.000705,-0.00169,-0.001147,-0.003081,0.001764,-0.000675
Lebbo,0.008727,-0.417383,-0.074795,-0.037468,0.154183,0.049457,-0.008069,-0.015461,-0.018203,-0.019803,0.080057,0.012889,-0.013925,0.004037,0.00941,0.004066,-0.008692,0.001647,0.00993,0.000625,-0.006489,-0.015539,-0.012489,-0.005704,-0.021715
Lepenski_Vir,0.132604,0.152329,0.101445,0.043767,0.096941,-0.001394,0.006345,0.008423,0.053278,0.042461,-0.00479,0.001049,0.001338,0.006262,0.003732,0.019557,0.006715,-0.001394,-0.002011,0.018259,0.032068,0.001731,-0.015036,-0.0629,0.008442
Levant_BA,0.075882,0.147929,-0.059962,-0.11402,-0.005642,-0.047597,-0.010967,-0.01323,0.033815,0.007532,0.015698,-0.019682,0.041575,-0.000826,-0.003167,0.02285,0.001782,0.000971,-0.003059,0.017133,0.005074,0.011788,-0.003862,0.004298,-0.007105
Levant_N,0.070001,0.170609,-0.026776,-0.149388,0.031544,-0.070141,-0.015158,-0.014884,0.075163,0.043281,0.008444,-0.013188,0.030996,-0.004266,-0.019883,0.007889,0.010105,-0.008171,-0.009113,0.018071,-0.005241,0.007296,0.001541,-0.001084,-0.004431
Libyan,-0.033919,0.132628,-0.028058,-0.089601,0.004124,-0.0391,-0.023689,0.001985,0.052235,0.006743,0.008704,-0.014927,0.036095,-0.005395,0.006026,0.002811,-0.004876,-0.006436,-0.018603,0.011981,-0.002471,-0.007469,0.007222,-0.000771,0.000718
Libyan_Jew,0.067839,0.145424,-0.028887,-0.068412,0.004493,-0.024431,-0.005828,-0.004661,0.019921,0.020155,0.005391,-0.001049,0.007909,-0.001514,-0.000516,0.00236,-0.004198,-0.001394,-0.006184,-0.002626,-0.001597,-0.007939,0.007937,-0.002458,0.002371
Lisakovskiy_MLBA_Alakul,0.132035,0.110693,0.060151,0.081558,0.019234,0.032491,0.006345,0.003231,-0.010328,-0.030889,-0.00341,-0.01154,-0.003865,-0.017753,0.021376,0.008154,-0.011083,-0.000443,-0.000628,0.000438,-0.004742,0.004142,-0.006655,0.006868,0.002036
Lithuanian,0.137157,0.127703,0.084664,0.081639,0.046778,0.03005,0.009518,0.016961,0.002045,-0.028019,-0.007104,-0.01124,0.023711,0.033442,-0.009331,-0.000298,-0.00414,-0.001457,0.000471,0.003408,-0.003213,-0.003833,0.010476,-0.009821,-9e-05
Loebanr_IA,0.068914,0.003416,-0.107959,0.065276,-0.080071,0.043684,0.002585,0.001846,-0.021047,-0.015523,-0.004266,0.000845,-0.005311,-0.007895,0.013091,0.014139,-0.000439,0.001313,0.000766,-0.011596,-0.002382,-0.007059,0.00149,-0.005269,0.004518
Lokomotiv_N,0.029025,-0.410782,0.091263,-0.01825,-0.080246,-0.048388,0.007344,0.006,0.014419,0.016401,-0.013438,-0.00577,0.001301,-0.004094,-0.004173,-0.005933,-0.002054,0.003294,0.003394,0.016101,-0.018374,-0.008192,-0.011863,-0.003826,0.003563
Loschbour,0.130897,0.109677,0.203268,0.198323,0.1628,0.059404,0.014571,0.038537,0.100217,0.016401,-0.015589,-0.017684,0.019772,-0.000826,0.061346,0.070272,0.002738,0.007475,-0.009302,0.065656,0.118042,0.010881,-0.048929,-0.174723,0.019399
Luhya_Kenya,-0.599563,0.063217,0.017819,0.007833,-7.7e-05,0.005926,-0.0146,0.018922,0.003247,-0.020752,-0.004872,0.015792,-0.031813,0.001755,-0.030944,0.027512,-0.018221,-0.002486,-0.010229,0.005721,0.00078,0.000155,0.003774,0.003961,-6e-05
Luo,-0.601441,0.063267,0.015914,0.005976,-0.002831,0.00714,-0.011821,0.016245,0.008856,-0.027773,-0.00786,0.012409,-0.030654,0.000702,-0.023507,0.015049,-0.01605,-0.002382,-0.006486,0.000738,0.000998,0.000532,0.003143,0.001518,-0.001712
Luzon,0.010244,-0.4316,-0.055814,-0.053295,0.137256,0.061077,-0.004465,-0.00923,-0.018407,-0.014397,0.043033,0.004196,-0.004014,-0.00578,0.012351,0.009944,-0.005476,0.005068,0.007668,-0.008629,0.004492,-0.029306,-0.000493,-0.006748,-0.051492
MA1,0.076261,-0.026404,0.037335,0.187664,-0.069551,0.045459,-0.048412,-0.058613,-0.021066,-0.071619,0.029879,-0.01079,0.015609,-0.046104,0.017372,0.021214,-0.007823,0.00152,-0.006411,0.001501,-0.029822,0.003957,0.012571,-0.006748,0.000239
Macedonian,0.125205,0.141362,0.030547,0.004264,0.027328,0.005522,0.006392,0.003738,0.000286,0.003353,-3.2e-05,6e-05,0.002646,0.011588,-0.015744,-0.001193,0.00798,0.000659,0.004299,-0.004477,-0.011654,-0.000668,0.003993,-0.000988,-0.000335
Madiga,0.029025,-0.114755,-0.183658,0.124679,-0.069398,0.065539,-0.004583,0.015807,0.066675,0.046288,-0.001299,0.000375,-0.001412,0.001858,-0.013165,-0.007491,0.014864,-0.002154,-0.002011,0.011818,0.005116,0.00136,0.001725,0.007712,-0.008981
Maitan_MLBA_Alakul,0.123742,0.119397,0.052258,0.074014,0.011694,0.029841,0.00742,0.004351,-0.013995,-0.025539,-0.0029,0.000471,-0.004651,-0.020958,0.024158,0.009546,-0.006184,-0.000814,-0.001167,0.001197,-0.005062,0.001661,-0.002923,0.003408,-0.004739
Maitan_MLBA_Alakul_o,0.112685,0.046207,0.054494,0.118542,-0.035237,0.035559,-0.009635,-0.015115,-0.03344,-0.057222,0.005521,-0.008542,0.004014,-0.036883,0.027348,0.013392,-0.00691,0.002534,-0.005342,0.005002,-0.024332,0.00507,0.011893,0.008736,-0.003712
Makrani,0.051709,0.063833,-0.100853,0.019334,-0.070167,0.021913,0.004801,0.002044,-0.025449,-0.020384,-0.001137,-0.006765,0.008049,-0.011088,0.012932,0.031518,-0.010747,0.003131,0.005495,-0.026602,0.005348,-0.013231,-0.001866,-0.020984,0.015003
Mala,0.027318,-0.121864,-0.1912,0.134692,-0.075245,0.067213,-0.000235,0.017076,0.073322,0.046561,-0.003004,-0.002023,-0.000372,0.009496,-0.016558,-0.012066,0.002803,-0.00114,-0.00264,0.008692,0.006177,0.002906,-0.000801,0.004458,-0.010179
Malak_Preslavets,0.121791,0.163838,0.053677,-0.024441,0.066371,-0.016826,-0.001332,0.003846,0.03211,0.050601,0.008931,0.006844,-0.003865,-0.001789,-0.022439,-0.004287,0.013951,0.004392,0.008883,0.004627,0.004866,0.005977,-0.008422,-0.028478,-0.004191
Malawi_Chencherere_5200BP,-0.563424,0.054839,-0.000754,0.01938,-0.004308,-0.015618,0.149467,-0.110765,0.024952,-0.021322,-0.001299,-0.031022,-0.034935,-0.008945,0.019272,-0.023203,0.017863,0.129856,-0.059707,-0.006003,-0.003743,-0.024483,0.00037,-0.00494,-0.007664
Malawi_Fingira_2500BP,-0.588465,0.049761,0.015085,0.028424,-0.008925,-0.004462,0.184953,-0.14284,0.033133,-0.016583,-0.007307,-0.019183,-0.016204,0.003716,0.011536,-0.009812,0.022296,0.124282,-0.038715,0.001251,-0.010856,-0.003833,-0.001232,-0.007953,0.005987
Malawi_Fingira_6000BP,-0.578221,0.05687,-0.003017,0.026486,-0.009232,-0.001673,0.171793,-0.11861,0.046222,-0.034989,-0.017538,-0.019333,-0.015461,0.001376,0.020358,-0.016176,0.029858,0.113766,-0.016466,-0.012631,-0.024956,0.010881,0.006162,0.005663,-0.016166
Malawi_Hora_Holocene,-0.544074,0.057885,0.007542,0.026163,0.001539,-0.005578,0.167328,-0.13061,0.033746,-0.012574,-0.005359,-0.02203,-0.017691,0.005505,0.016151,-0.011138,0.022817,0.118834,-0.030545,-0.004377,-0.018218,-0.004451,-0.005793,-0.000843,0.003712
Malay,0.012521,-0.385901,-0.072105,-0.027907,0.122238,0.054216,-0.002961,-0.007246,-0.011126,-0.015672,0.058232,0.006624,-0.007255,0.002312,0.00722,0.001273,-0.005241,-0.000152,0.00269,0.002226,-0.009658,-0.004996,-0.00917,-0.002651,0.000742
Malayan,0.006829,-0.155376,-0.188183,0.134046,-0.056318,0.054941,-0.00658,0.012461,0.085491,0.05868,0.003248,0.002248,-0.001487,0.014588,-0.017915,-0.014452,0.013299,0.001014,0.003142,0.023261,0.009608,0.012736,-0.006162,0.001084,-0.010418
Maltese,0.091912,0.14649,-0.002498,-0.043403,0.013272,-0.017814,-0.004406,-0.000923,0.011095,0.020524,0.00615,0.000974,-0.002899,-0.000723,-0.004258,0.000878,-0.000407,-0.003769,-0.000487,-0.002361,-0.006145,-0.002597,0.002819,0.00119,0.002904
Man_Bac,-0.009106,-0.400119,-0.081458,-0.012274,0.159722,0.034582,-0.015746,-0.013846,-0.011249,-0.018224,0.10198,0.020831,-0.000149,-0.000138,-0.001221,-0.04097,0.00326,-0.003801,-0.009302,0.016258,-0.012478,-0.003215,-0.002711,-0.005784,0.026584
Man_Bac_all,-0.003415,-0.382855,-0.060339,-0.031331,0.135512,0.058939,0.00329,-0.009,-0.01793,-0.013182,0.066742,-0.001848,-0.005699,0,0.018187,-0.00221,0.000435,-8.5e-05,-0.003729,0.012965,-0.001747,0.00779,0.001931,-0.003535,0.024988
Mandenka,-0.607246,0.063471,0.01797,0.010611,-1.5e-05,0.009078,-0.038025,0.038214,-0.030781,0.025914,0.004985,-0.000959,0.019772,-0.001129,0.015825,-0.011966,0.010685,9.5e-05,-0.002049,-0.002095,-0.001897,-0.005564,0.000801,-0.001374,0.00118
Mansi,0.086127,-0.16666,0.109617,0.061227,-0.072971,-0.021506,0.007886,0.014666,0.001273,-0.034645,0.052253,-0.004529,0.020548,-0.071334,-0.025003,-0.013097,-0.001231,-0.000816,-0.005615,-0.013409,-0.00269,0.023494,0.014927,-0.003093,-0.007265
Maratha,0.035773,-0.093429,-0.16965,0.120018,-0.072189,0.062472,-0.001041,0.015395,0.054958,0.036708,-0.003109,8.6e-05,-0.002782,0.00576,-0.008415,-0.005171,0.00935,-0.001737,-0.002873,0.007504,0.0041,0.002067,-0.000827,0.002496,-0.005098
Mari,0.101303,-0.050776,0.092847,0.061499,-0.029667,0.000669,0.011563,0.018415,-0.003722,-0.039327,0.028288,-0.015226,0.03446,-0.03947,-0.03488,-0.02376,-0.004981,-0.008032,-0.038765,-0.03174,0.016321,0.005292,-0.050679,0.010869,-0.002179
Maros,0.119514,0.156899,0.034884,-0.004038,0.031544,-0.013805,-0.003995,0.000462,0.013396,0.03508,-0.000325,0.000749,-0.019252,-0.005367,-0.005632,-0.00537,-0.00502,-0.003611,0.005908,-0.009317,-0.00705,0.002597,0.00302,-0.006808,0.006586
Masai,-0.441178,0.075454,-0.011992,-0.037242,-0.004709,-0.018909,-0.006557,0.0042,0.099664,-0.091774,-0.01645,0.006564,-0.027116,-0.000757,0.012174,-0.018244,0.023247,-0.004751,0.01805,-0.019509,-0.000324,-0.000185,-0.004708,-0.003169,0.00564
Mayan,0.057544,-0.298791,0.111209,0.091158,-0.106447,-0.016021,-0.278122,-0.330602,-0.013749,-0.016077,-0.001822,-0.000599,0.000892,0.019741,-0.00846,0.004096,0.006823,-0.000422,-0.001215,-0.002362,-0.002662,0.00518,0.000123,-0.000361,0.000186
Mbuti,-0.649361,0.057885,0.025079,0.038437,-0.001077,0.005438,0.36315,-0.291911,0.019328,0.032301,-0.009094,0.216969,0.12428,3.4e-05,0.008007,0.001757,0.000717,-0.049567,0.015901,0.004471,0.004929,-0.00204,-0.002465,0.005784,0.000389
Mende_Sierra_Leone,-0.623068,0.064588,0.022137,0.017571,0.002216,0.00965,-0.022726,0.027299,-0.039391,0.027591,0.005765,-0.005125,0.017914,0.000895,0.010532,-0.007876,0.008983,0.005828,0.000918,-0.000875,0.002733,0.00047,-0.003229,-0.000602,0.000958
Mentese_N,0.124067,0.18178,0.014331,-0.102714,0.058472,-0.058009,0.00141,-0.000923,0.044586,0.077997,0.001137,-0.000899,-0.031813,-0.004404,-0.04248,-0.002652,0.036899,0.001647,0.015964,-0.011255,-0.011979,0.003462,0.007395,0.00253,-0.008023
Mezhovskaya,0.120652,0.042652,0.074293,0.090763,-0.015695,0.026495,0.007285,0.004615,-0.012476,-0.031709,0.013803,-0.002847,-0.002527,-0.030827,0.022394,0.01485,0.002217,-0.004434,-0.003268,0.010005,0.003369,0.002844,-0.007148,0.005181,-0.005149
Miao,0.021626,-0.450083,-0.01682,-0.065699,0.092017,0.040216,0.001598,-0.004246,-0.016485,-0.006633,-0.042318,-0.008782,0.006779,-0.002395,0.001031,-0.000106,-0.001121,-0.000735,-0.008623,-0.012881,0.013027,0.01469,0.0176,0.001807,0.009867
Minoan_Lasithi,0.119287,0.170609,-0.018177,-0.093993,0.029544,-0.039826,-0.001316,-0.003461,0.010349,0.05981,0.002988,0.015316,-0.025124,-5.5e-05,-0.037459,-0.010952,0.017393,-0.001242,0.008874,-0.013632,-0.013376,0.008384,-0.005078,-0.00106,-0.002443
Mixe,0.055346,-0.318622,0.12049,0.093388,-0.107443,-0.015409,-0.278605,-0.335236,-0.013729,-0.016583,-0.00678,-0.005245,0.00301,0.019181,-0.007838,0.004061,0.005476,0.000776,0.000487,-0.002235,0.001466,0.006214,0.003513,-0.001265,-0.002904
Mixtec,0.05179,-0.295349,0.112256,0.091463,-0.10007,-0.017896,-0.267403,-0.319564,-0.012442,-0.014548,-0.005169,-0.005445,0.000223,0.017088,-0.008777,0.002829,0.005672,0.00152,0.002137,-0.001021,-0.003016,0.006451,-0.000205,-0.002571,-0.000479
Mogush,0.052196,-0.330555,0.08496,-0.009321,-0.077311,-0.037073,0.015544,0.01973,0.004383,0.004322,0.000325,-0.00122,-0.001465,-0.012307,-0.001028,-0.001496,-0.002393,0.000262,0.008368,0.012569,-0.024439,-0.001342,-0.004992,-0.002961,-0.001796
Molaly_MLBA,0.094473,-0.010155,0.012822,0.050388,-0.041546,0.016176,-0.002115,-0.008538,-0.02802,-0.03262,-0.005846,0.003297,-0.0055,-0.017478,0.015201,0.008618,-0.005998,-0.000633,-0.000754,-0.000125,-0.008235,0.002102,0.004683,-0.003012,0.006706
Moldovan,0.123384,0.125926,0.045518,0.026325,0.029298,0.010375,0.007497,0.006231,-0.002495,-0.003007,-0.002663,-0.003402,0.005322,0.014271,-0.010247,-0.001074,0.00648,-0.000152,0.001156,-0.002201,-0.004055,-0.000235,0.004449,-0.000663,-0.000802
Mongola,0.032155,-0.422206,0.032809,-0.05491,0.011848,0,0.00799,0.007673,-0.005011,0.004601,-0.061302,-0.00311,0.007693,-0.005815,-0.004072,-0.002088,-0.000815,0.001647,0.001603,0.000594,0.003151,-0.003493,0.002958,0.001777,-0.000928
Mongolian,0.051676,-0.327813,0.063884,-0.026551,-0.045916,-0.02973,0.014242,0.017768,-0.000941,0.008966,-0.03212,-0.003117,-0.000327,-0.000743,0.003257,0.000689,-0.00339,0.000101,0.004223,0.009029,-0.021537,-0.009571,-0.01861,0.000265,0.000742
Montenegrin,0.126344,0.136487,0.039673,0.013889,0.031883,0.007474,0.004512,0.005861,0.000123,0.002515,-0.001429,-0.000659,-0.000684,0.010514,-0.012921,0.002943,0.00871,-0.001343,0.007089,-0.001276,-0.004841,0.001237,0.005497,0.001639,0.00079
Mordovian,0.124902,0.080295,0.073312,0.065526,0.022014,0.019783,0.009259,0.011461,-0.007077,-0.02821,0.001093,-0.009621,0.019633,0.013882,-0.011319,0.001494,0.00399,-0.00141,-0.000804,-0.001134,-0.00198,-0.002654,0.002826,-0.004378,0.001605
Moroccan,-0.085367,0.130213,-0.012822,-0.070881,0.021132,-0.03294,-0.027783,0.009769,0.055403,0.024399,0.009509,-0.009025,0.02699,-0.014466,0.016302,-0.006188,-0.002767,-0.017033,-0.038422,0.009435,-0.009844,-0.029512,0.020911,-0.001125,0.005921
Moroccan_Jew,0.078253,0.142936,-0.017442,-0.061613,0.010848,-0.019104,-0.010575,-0.001731,0.01626,0.023691,0.007916,-0.002847,0.006244,-0.005195,0.005022,0.003282,-0.001662,-0.004402,-0.01279,-0.00544,-0.001653,-0.008532,0.00949,-0.001566,0.001078
Mozabite,-0.066928,0.13539,-0.003228,-0.07159,0.025876,-0.032864,-0.02602,0.011021,0.061611,0.030827,0.006892,-0.00642,0.021954,-0.016746,0.0164,-0.015821,-0.002404,-0.021963,-0.043617,0.008634,-0.014574,-0.036883,0.02462,-0.004049,0.005758
Murut,0.013659,-0.437355,-0.063859,-0.057925,0.149156,0.067678,-0.003055,-0.013153,-0.020248,-0.024784,0.071776,0.009192,-0.012983,0.00156,0.013255,0.010298,0.000522,0.006039,0.004818,-0.007712,-0.004326,-0.024937,-0.006491,-0.003414,-0.044587
Mycenaean,0.107847,0.156392,-0.008108,-0.064681,0.021696,-0.027122,-0.000529,-0.002135,0.00542,0.047336,0.005521,0.016935,-0.012785,-0.000619,-0.016388,-0.009812,0.021024,0.003611,0.012318,-0.003971,-0.005865,0.000185,-0.006594,0.001145,-0.000718
Namazga_Eneolithic,0.07057,0.079549,-0.101823,0.016689,-0.094787,0.029655,0.009087,-0.01023,-0.068515,-0.044587,-0.002761,-0.002048,-0.005401,-0.015047,0.020041,0.025059,-0.011126,0.006081,0.003813,-0.023428,-0.002163,-0.011252,0.00037,-0.015584,0.010698
Narva_Estonia,0.12862,0.093429,0.161408,0.183142,0.086632,0.059961,-0.003525,0.017192,0.044791,-0.031253,-0.004141,-0.013638,0.029955,-0.01101,0.030401,0.030496,-0.011213,0.000823,-0.006348,0.034329,0.037746,0.011871,-0.022986,-0.094652,0.005149
Narva_Lithuania,0.132035,0.110523,0.179446,0.183088,0.118689,0.05271,0.011829,0.027576,0.058766,-0.019044,-0.006902,-0.020057,0.026338,0.004358,0.033093,0.046959,0.004476,0.005236,-0.006725,0.043375,0.066716,0.006739,-0.029888,-0.113249,0.009979
Nasoi,-0.030732,-0.27157,-0.1879,0.185941,0.154388,-0.286769,0.003878,-0.001058,-0.018765,-0.007183,0.011502,3e-04,-0.000434,0.000126,-0.000611,-0.002144,-0.000326,0.001721,0.002105,-0.000156,0.001924,-0.005523,-0.003112,-0.002591,-0.012943
Natufian,0.025041,0.151314,-0.035072,-0.144705,0.033545,-0.081157,-0.032196,-0.008769,0.127418,0.013668,0.037187,-0.027575,0.086818,0.001789,0.010722,-0.007955,-0.020601,-0.008995,-0.021494,0.038018,0.007237,0.00507,0.005916,0.003012,0.00491
Naxi,0.020976,-0.434937,-0.002371,-0.050527,0.051438,0.019682,0.005875,0.004351,-0.003097,0.006717,-0.070221,-0.009549,0.010151,-0.003637,-0.007717,-0.003428,0.002123,0.000543,-0.008404,-0.00059,0.004456,0.022999,0.010511,0.002634,0.027714
Netherlands_BA,0.127482,0.12948,0.066939,0.066377,0.028159,0.017431,0.006815,0.004384,-0.002045,-0.008747,-0.007795,0.004796,-0.014123,-0.021744,0.029112,0.010011,0.003651,-6.3e-05,0.00132,0.010693,0.002308,-0.002164,0.001602,0.005603,-0.00012
Nganassan,0.049399,-0.406009,0.154242,0.001809,-0.158922,-0.085731,0.027966,0.043014,0.03031,0.012429,0.103409,0.009532,-0.003152,-0.027112,-0.022095,-0.013842,-0.000991,0.013733,0.02426,-0.001476,0.043548,-0.012736,0.034559,0.002362,0.013268
Nivkh,0.029594,-0.437693,0.069013,-0.031654,-0.060627,-0.033746,0.005405,0.003461,0.01268,0.018588,-0.035238,-0.00015,-0.002527,0.007707,-0.013436,-0.011403,0.004824,0.008615,0.025391,0.015632,0.02845,-0.044639,-0.017131,0.014219,-0.011735
Nomad_His,0.084229,-0.008124,-0.002263,0.022933,-0.046162,0.013387,0.00141,0.003692,-0.017998,-0.026971,-0.007307,-0.006145,0.005946,-0.010322,0.014115,0.008618,-0.01343,0.006461,0.00088,-0.013131,-0.007112,-0.004575,0.006409,-0.000361,0.007903
Nomad_HP,0.039838,-0.368129,0.080515,-0.025033,-0.074168,-0.039881,0.013396,0.020538,0.003784,0.008565,-0.029798,0.002997,-0.002156,0.00055,0.001425,0.003646,0.000261,-0.004687,0.006725,0.021135,-0.018031,-0.011067,-0.023479,-0.002711,0.003054
Nomad_Hun-Sarmatian,0.039269,-0.386917,0.072596,-0.022933,-0.061088,-0.036535,0.014571,0.020768,0.004193,0.011663,-0.026063,7.5e-05,-0.002825,0.000206,0.002579,0.000729,-0.003651,6.3e-05,0.000566,0.005315,-0.019278,0.004884,-0.01214,-0.000542,0.000659
Nomad_IA,0.09305,-0.035544,0.036392,0.063066,-0.041931,0.009064,-0.001234,-0.000173,-0.017282,-0.033304,-0.001461,-0.001911,0.004423,-0.027318,0.020053,0.007823,-0.010561,-0.000222,-0.001131,0,-0.014942,0.001113,0.001017,0.001838,0.000988
Nomad_Medieval,0.063286,-0.239056,0.05951,0.001163,-0.05521,-0.020247,0.013513,0.016038,-0.00452,-0.004939,-0.016515,-0.001963,-0.00272,-0.004996,0.005008,-0.003076,-0.004994,-0.000925,0.005606,0.006428,-0.017032,-0.001199,-0.012916,0.001904,-0.003557
Nordic_IA,0.132035,0.125926,0.075801,0.068476,0.044931,0.026495,0.011281,0.006,0.002454,-0.010752,-0.003085,0.003297,-0.007433,0.002752,0.020358,-0.007955,-0.02021,0.006334,0.00817,0.006378,0.002995,0.000866,0.002465,0.007712,0.00455
Nordic_LN,0.119514,0.128972,0.065619,0.065246,0.03893,0.014642,0.007168,0.007615,0.002863,-0.002096,0.000244,0.005845,-0.006169,-0.012799,0.020765,0.01969,0.011213,0.000887,0.009553,0.009379,0.009421,0.007605,-0.000739,-0.00488,-0.002395
North_Kannadi,0.028835,-0.117463,-0.174104,0.130816,-0.066987,0.06461,0,0.014153,0.065652,0.0424,-0.003789,-0.001049,0.002131,0.005551,-0.012939,-0.014894,0.003347,-0.000253,-0.002388,0.011631,0.004534,0.008903,-0.000123,0.003695,-0.005828
North_Ossetian,0.104717,0.086828,-0.02951,-0.023902,-0.039854,0.005717,0.012044,-0.000865,-0.055375,-0.031208,-0.002517,0.008617,-0.019177,-0.002924,0.010959,-0.017601,0.007236,-0.006018,-0.015492,0.016727,0.007424,0.001422,-0.002003,-0.008224,-0.003682
Norwegian,0.133173,0.127449,0.068777,0.055112,0.040007,0.020952,0.004348,0.006144,0.004678,-0.001276,-0.002679,0.004065,-0.006783,-0.009892,0.021172,0.008585,-0.005867,0.002835,0.00077,0.001657,0.005319,0.005023,0.003744,0.016463,0.001617
Nui_Nap_all,0.009106,-0.429061,-0.037712,-0.050711,0.124946,0.060659,-0.004465,-0.021115,-0.025156,-0.006469,0.022572,-0.003147,-0.003419,0.005367,-0.005225,-0.002188,0,0.007855,0.001634,-0.002439,0.004866,0.005812,0.013311,0.003314,0.01449
Oakaie1_all,0.009106,-0.401134,-0.007542,-0.038114,0.066782,0.026495,0.001645,0.015922,0.014317,0.013485,-0.024358,-0.008393,0.01442,-0.02202,-0.006107,-0.006232,-0.004694,-0.01951,-0.000251,0.007629,0.00574,0.021887,-0.002218,0.017954,0.035326
Okunevo,0.085012,-0.158993,0.077828,0.097809,-0.078341,0.006501,-0.024529,-0.028455,-0.023188,-0.051413,0.007064,-0.003887,0.012153,-0.041794,0.015107,0.008651,-0.007888,-0.000776,0.002027,0.005417,-0.029986,0.010132,0.011578,0.01022,-0.007342
Onge,-0.022899,-0.244444,-0.132059,0.096349,0.030087,-0.004626,-0.007506,0.007371,0.055149,0.024527,0.023269,0.003112,-0.004154,0.0085,-0.012518,-0.011013,0.010899,-0.001938,-0.005863,0.028683,-0.004154,0.009958,-0.012832,-0.001439,0.004445
Orcadian,0.130233,0.134134,0.062633,0.048343,0.038135,0.017779,0.001665,0.004442,0.005693,0.001777,-0.006861,0.004908,-0.011385,-0.009679,0.02279,0.001967,-0.014701,0.003959,0.002598,0.000156,0.004794,0.002442,-0.001951,0.010293,-2e-04
Oroqen,0.031301,-0.437947,0.079101,-0.039648,-0.056395,-0.041624,0.021151,0.025903,0.009101,0.015308,-0.018837,-0.000225,-0.002304,0.001824,-0.008516,-0.013822,-0.006291,0.007633,0.012696,0.009379,0.014131,-0.016229,-0.003851,0.000331,0.006736
Ostrogothic_Crimea_ACD,0.104717,0.125926,-0.010559,-0.034884,-0.008617,-0.017012,-0.002585,-0.004615,-0.023111,-0.000729,0.005196,-0.003747,-0.006541,0.002615,-0.002036,-0.005834,0.001043,-0.011402,-0.005782,0.004877,0.006239,0.011994,0.005916,0.008073,-0.004431
Ottoman,0.075123,-0.076672,0.014142,-0.010498,-0.038623,-0.014781,0.006815,0.006577,-0.008488,-0.009112,-0.009337,-0.002922,-0.008028,-0.005505,0.000271,-0.000729,0.009062,0.003864,-0.000566,0.000375,-0.008672,-0.002844,-0.006717,-0.002048,0.002395
OutHun_TianShan,0.05122,-0.31583,0.059962,-0.004522,-0.040623,-0.018686,0.011751,0.007154,0.002045,-0.002916,-0.029717,0.001199,0.001635,-0.00234,0.005836,0.007425,-0.002477,0.006588,0.000754,0.003001,-0.020838,0.000495,-0.013927,-0.000361,-0.005389
OutSaka_central,0.10301,0.050269,0.022062,0.060563,-0.030467,0.024542,0.01034,-0.005654,-0.028838,-0.034898,0.002923,-0.002473,0.005203,-0.023671,0.019137,0.017237,0.008475,-0.000317,-0.002325,5e-04,-0.008797,0.000185,-0.005238,-0.002048,0.001197
OutTurk,0.103579,0.052808,0.004903,0.047158,-0.032314,0.015618,-0.001645,0.000692,-0.03211,-0.024966,-0.009581,0.003597,0.006987,-0.022708,0.014251,0.027711,0.010561,-0.003547,-0.007793,-0.000375,-0.009982,0.000495,0.002711,0.005784,0.00491
Oy_Dzhaylau_MLBA,0.122739,0.090552,0.060151,0.086295,-0.000718,0.031561,-0.001018,0.004038,-0.01643,-0.033258,0.001218,-0.002972,0.001065,-0.026859,0.022258,0.021082,0.000391,-0.003336,0.000754,0.000688,-0.008631,0.001772,0.003451,0.009399,-0.005329
Oy_Dzhaylau_MLBA_o1,0.114961,0.00914,0.064111,0.151165,-0.064012,0.029841,-0.035252,-0.029999,-0.038041,-0.067427,0.01494,-3e-04,0.025272,-0.056425,0.023751,0.028374,-0.011474,-0.003041,0.003645,-0.007003,-0.025829,0.006925,0.017871,0.014701,-0.00491
